isbn,authors,original_publication_year,title,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,should_i_read
393311198,Nicholas Meyer,1974.0,The Seven-Percent Solution,4.14,19334,261,671,3692,6749,8566,1
439791464,Suzanne Collins,2006.0,"Gregor and the Marks of Secret (Underland Chronicles, #4)",4.21,23727,178,557,4117,9617,11202,1
525950796,Timothy J. Keller,2008.0,The Prodigal God: Recovering the Heart of the Christian Faith,4.39,20087,224,452,2163,6640,12134,1
679736042,Peter Mayle,1991.0,Toujours Provence,4.0,21873,157,798,5304,8767,7309,1
375759867,Jonathan Harr,2005.0,The Lost Painting,3.71,18944,1034,1900,4883,5545,6193,0
385534817,Chris Bohjalian,2013.0,The Light in the Ruins,3.65,20519,551,1705,6951,9434,4071,0
307594882,Sonia Sotomayor,2013.0,My Beloved World,4.03,17742,510,769,3476,8242,7159,1
812536355,Vernor Vinge,1998.0,"A Deepness in the Sky (Zones of Thought, #2)",4.32,21876,174,543,2822,8081,11857,1
521657296,"Immanuel Kant, Paul Guyer, Allen W. Wood",1781.0,Critique of Pure Reason,3.92,19521,688,1489,4643,6790,7899,0
1579126294,Agatha Christie,1950.0,"A Murder Is Announced (Miss Marple, #5)",3.96,25811,123,963,7616,12892,8618,0
810909650,"Rien Poortvliet, Wil Huygen",1976.0,Gnomes,4.01,22584,756,1388,4696,6450,10014,1
425197484,MaryJanice Davidson,2004.0,"Undead and Unemployed (Undead, #2)",3.93,29168,370,1518,7953,10973,9934,0
1416527265,Hester Browne,2005.0,"The Little Lady Agency (The Little Lady Agency, #1)",3.74,22562,835,1757,6253,8021,6335,0
140432078,John Stuart Mill,1859.0,On Liberty,3.93,19604,344,1201,5117,7759,7146,0
62225073,Alan Cumming,2014.0,Not My Father's Son,4.0,11436,424,935,4437,9923,7611,1
1401322433,Nigella Lawson,2007.0,"Nigella Express: Good Food, Fast",3.96,20034,553,1078,4453,6801,7407,0
044657161X,Jill Shalvis,2010.0,"Simply Irresistible (Lucky Harbor, #1)",3.92,27319,745,1545,6365,10778,9416,0
425266516,Sylvain Reynard,2013.0,"Gabriel's Redemption (Gabriel's Inferno, #3)",4.23,28331,484,1236,4764,9220,15810,1
1934964107,Bryan Lee O'Malley,2009.0,"Scott Pilgrim, Volume 5: Scott Pilgrim Vs. the Universe",4.33,24936,63,406,3250,9534,12846,1
805082115,Atul Gawande,2007.0,Better: A Surgeon's Notes on Performance,4.19,17109,90,390,2914,8043,7627,1
470484233,"Rebecca Housel, J. Jeremy Wisnewski, William Irwin",2009.0,"Twilight and Philosophy: Vampires, Vegetarians, and the Pursuit of Immortality",4.39,18027,444,651,2157,2953,11849,1
345032799,Eric Berne,1964.0,Games People Play,3.81,17035,415,1483,5128,6427,5736,0
449818438,Brandon Sanderson,2013.0,"Mitosis (The Reckoners, #1.5)",3.87,17250,69,714,6245,10075,5078,0
192836382,"Alexandre Dumas fils, David Coward",1848.0,La Dame aux Camélias,3.97,13562,307,1229,5312,8075,8051,0
1595549633,Rachel Hauck,2012.0,The Wedding Dress,3.83,16310,1150,2008,5888,8262,8959,0
786866020,"Stephen C. Lundin, Harry Paul, John Christensen, Kenneth H. Blanchard",1996.0,Fish: A Proven Way to Boost Morale and Improve Results,3.92,19405,466,1291,4735,6684,7164,0
743449746,Stephen E. Ambrose,1994.0,"D-Day, June 6, 1944: The Battle for the Normandy Beaches",4.25,17875,173,399,2593,7279,8771,1
547251270,Linda Sue Park,2010.0,A Long Walk to Water: Based on a True Story,4.23,21593,277,661,3284,8965,10889,1
61449180,Michael  Grant,2013.0,"Light (Gone, #6)",4.4,23730,303,618,2811,7216,15408,1
345419677,Philip José Farmer,1971.0,"To Your Scattered Bodies Go (Riverworld, #1)",3.94,22741,427,1395,5415,8710,8044,0
515142867,Nora Roberts,2001.0,Midnight Bayou,3.96,25476,299,1349,6724,9334,9151,0
156031191,Mark Helprin,1983.0,Winter's Tale,3.5,19932,2418,3239,4817,5723,6971,0
1568650957,Sidney Sheldon,1991.0,The Doomsday Conspiracy,3.59,17093,596,2010,5828,6174,3959,0
143036254,Thomas Paine,1776.0,Common Sense,3.97,16864,281,1132,5353,8174,7712,0
767903579,Adeline Yen Mah,1997.0,Falling Leaves: The Memoir of an Unwanted Chinese Daughter,3.88,19598,317,1123,5386,8488,5987,0
1250011914,C.C. Hunter,2012.0,"Whispers at Moonrise (Shadow Falls, #4)",4.38,28430,212,657,3437,8916,16700,1
030746363X,Timothy Ferriss,2000.0,"The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman",3.76,15007,569,1711,5386,7654,5538,0
375727019,"Michel Houellebecq, Frank Wynne",1998.0,The Elementary Particles,3.78,13577,794,1747,4883,8198,6069,0
439014573,Dav Pilkey,1997.0,"The Adventures of Captain Underpants (Captain Underpants, #1)",3.84,22535,1219,2033,5555,6124,9483,0
547564651,Paul Tough,2012.0,"How Children Succeed: Grit, Curiosity, and the Hidden Power of Character",3.91,16402,323,872,4268,7381,5301,0
446677949,Arthur C. Clarke,1979.0,The Fountains of Paradise,3.96,20012,164,867,5265,8697,6543,0
670038342,Elif Shafak,2006.0,The Bastard of Istanbul,3.79,14215,522,1543,5490,8464,5545,0
307931900,David Levithan,2013.0,Two Boys Kissing,4.11,24587,1030,1238,4237,7808,12745,1
1400043875,Scott B. Smith,2006.0,The Ruins,3.5,21613,1489,2856,6816,7822,4949,0
60525657,Erin Hunter,2004.0,"A Dangerous Path (Warriors, #5)",4.42,26126,154,522,3161,7526,16348,1
449000753,Michael Blake,1988.0,"Dances with Wolves (Dances with Wolves, #1)",4.19,19133,259,702,3341,6638,9426,1
375814698,Tamora Pierce,2009.0,"Bloodhound (Beka Cooper, #2)",4.26,29414,216,826,4450,10390,14688,1
160751351X,Brent Weeks,2009.0,"The Night Angel Trilogy (Night Angel, #1-3)",4.42,17523,153,391,1834,5695,11225,1
675093244,William Faulkner,1930.0,A Rose for Emily and Other Stories,4.06,22629,287,1072,4609,8091,8986,1
446400157,Ellis Peters,1977.0,"A Morbid Taste for Bones (Chronicles of Brother Cadfael, #1)",3.99,23590,336,913,5780,10003,8319,0
019283410X,"Giorgio Vasari, Julia Conway Bondanella, Peter Bondanella",1550.0,The Lives of the Artists,3.78,18288,1162,1589,4059,5271,6657,0
312934335,Sherrilyn Kenyon,2005.0,"Unleash the Night (Dark Hunter, #8; Were-Hunter, #2)",4.34,32491,102,589,4620,11491,18007,1
747594155,Angie Sage,2009.0,"Syren (Septimus Heap, #5)",4.1,25245,295,1064,5244,9193,10883,1
1741753597,Christos Tsiolkas,2008.0,The Slap,3.16,18037,2342,3586,6580,6319,2641,0
64301389,"Robert Henri, Forbes Watson, Margery A. Ryerson",1929.0,"The Art Spirit: Notes, Articles, Fragments of Letters and Talks to Students, Bearing on the Concept and Technique of Picture Making, the Study of Art (Icon Editions)",3.87,16333,844,1426,3427,4138,6712,0
1611099692,Marcus Sakey,2013.0,"Brilliance (Brilliance Saga, #1)",3.95,11235,346,1001,4700,9791,6539,0
571219357,Jonathan Lethem,2003.0,The Fortress of Solitude,3.87,15100,421,1188,3995,7181,5329,0
553804820,Dean Koontz,2007.0,The Darkest Evening of the Year,3.71,21297,640,2073,6435,7414,5990,0
374104107,Jeff VanderMeer,2014.0,"Authority (Southern Reach, #2)",3.55,18430,479,2316,7397,8433,3522,0
689859406,"Holly Black, Tony DiTerlizzi",2004.0,"The Wrath of Mulgarath (The Spiderwick Chronicles, #5)",3.92,28129,316,1495,7798,9786,9539,0
61966908,Caroline Preston,2011.0,The Scrapbook of Frankie Pratt,3.72,20508,1195,2160,4894,5257,7042,0
385498802,Myla Goldberg,2000.0,Bee Season,3.55,21160,661,2299,7318,8016,3890,0
60567112,Karin Slaughter,2004.0,"Indelible (Grant County, #4)",4.19,20930,155,520,3918,9155,9886,1
425098648,Dean Koontz,1976.0,Night Chills,3.86,20424,275,1151,6024,7117,6248,0
517543052,"Ram Dass, Richard Alpert",1971.0,Be Here Now,4.27,18275,268,616,2724,5214,9847,1
425204200,Patricia Cornwell,2004.0,"Trace (Kay Scarpetta, #13)",3.76,23287,416,1887,7564,8950,6530,0
440243904,Conn Iggulden,2007.0,"Genghis: Birth of an Empire (Conqueror, #1)",4.34,16498,95,284,2282,7668,9978,1
345373529,David Eddings,1990.0,"The Ruby Knight (The Elenium, #2)",3.96,24586,240,1390,6250,9329,8639,0
60177241,Clive Barker,1992.0,The Thief of Always,4.18,19799,138,613,3904,7989,9556,1
553589385,Lara Adrian,2007.0,"Kiss of Crimson (Midnight Breed, #2)",4.17,31897,262,1108,6094,12314,14843,1
345497627,Tess Gerritsen,2008.0,"The Keepsake (Rizzoli & Isles, #7)",4.09,21829,110,574,5338,11158,9146,1
316219266,Brad Stone,2013.0,The Everything Store: Jeff Bezos and the Age of Amazon,4.06,20539,391,774,4261,10710,8542,1
1416580948,Kresley Cole,2009.0,Kiss of a Demon King (Immortals After Dark #7),4.35,31111,145,684,4073,10851,17558,1
553813153,Steven Erikson,2006.0,"The Bonehunters (Malazan Book of the Fallen, #6)",4.42,20359,116,320,2100,7539,12593,1
988695103,Heidi McLaughlin,2012.0,"Forever My Girl (The Beaumont Series, #1)",4.04,32853,617,1596,6661,13470,13072,1
9380658674,Ashwin Sanghi,2010.0,Chanakya's Chant,3.68,15474,461,1524,4860,6697,3728,0
312265050,Norman Mailer,1948.0,The Naked and the Dead,3.94,18912,358,1059,4375,7826,6294,0
019516895X,James M. McPherson,1988.0,Battle Cry of Freedom,4.32,19132,265,555,2404,6214,10888,1
038573882X,Rob Buyea,2010.0,Because of Mr. Terupt,4.34,20632,244,525,2713,6883,12142,1
61783196,Jeaniene Frost,2011.0,"One Grave at a Time (Night Huntress, #6)",4.25,34506,168,934,5778,13344,17370,1
1937053164,Jennifer L. Armentrout,2013.0,"Apollyon (Covenant, #4)",4.4,31942,221,740,3490,10240,19350,1
7288387,Lindsey Kelk,2009.0,"I Heart New York (I Heart, #1)",3.84,19491,716,1673,4895,5984,7197,0
545040523,Meg Cabot,2008.0,"Airhead (Airhead, #1)",3.77,32457,875,2861,9350,11142,9873,0
452281458,"A.N. Roquelaure, Anne Rice",1985.0,"Beauty's Release (Sleeping Beauty, #3)",3.71,22424,1218,2541,6190,6212,7879,0
152063846,Beth Fantaskey,2000.0,"Jessica's Guide to Dating on the Dark Side (Jessica, #1)",3.85,32763,1142,2833,8503,10877,12126,0
871401525,E.E. Cummings,1991.0,"Complete Poems, 1904-1962",4.35,18662,203,429,2315,5491,10376,1
609610570,"Larry Bossidy, Ram Charan, Charles Burck",2009.0,Execution: The Discipline of Getting Things Done,3.83,18065,502,1362,4635,6322,5724,0
393240231,Caitlin Doughty,2014.0,Smoke Gets in Your Eyes: And Other Lessons from the Crematory,4.04,10979,550,941,3694,8369,8115,1
399156585,Daniel Silva,2010.0,"The Rembrandt Affair (Gabriel Allon, #10)",4.26,18957,121,326,2868,8829,9629,1
61147974,"Joe Hill, Christopher Golden",2005.0,20th Century Ghosts,3.95,21987,538,1275,5254,9463,8253,0
375724508,David Mitchell,1999.0,Ghostwritten,4.06,17900,181,793,3703,9341,7160,1
159514322X,Richelle Mead,2015.0,"The Ruby Circle (Bloodlines, #6)",4.22,29260,287,1123,5153,10792,15535,1
316114278,Grace Lin,2009.0,Where the Mountain Meets the Moon,4.24,24371,412,847,3501,8419,12499,1
087923573X,Arthur Ransome,1930.0,"Swallows and Amazons (Swallows and Amazons, #1)",3.98,21716,642,1298,4729,7511,8871,0
1402245793,Olivia Cunning,2011.0,"Rock Hard (Sinners on Tour, #2)",4.11,35676,464,1612,6583,13099,15450,1
743250621,A.J. Jacobs,2004.0,The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World,3.77,22226,363,1599,6470,9528,5296,0
525953078,Lisa Gardner,2013.0,"Touch & Go (Tessa Leoni, #2)",4.05,19016,204,671,4257,10159,7395,1
1400047463,Chris Bohjalian,2007.0,The Double Bind,3.62,22067,783,2346,6910,8931,4803,0
312642695,Mary Kay Andrews,2011.0,Summer Rental,3.78,20723,304,1417,6893,9075,5477,0
7563035,S.K. Tremayne,2015.0,The Ice Twins,3.68,16718,682,2138,6540,8485,5383,0
1455549002,J.A. Redmerski,2013.0,"The Edge of Always (The Edge of Never, #2)",4.02,17532,513,1839,6702,11539,12525,1
452284449,Tracy Chevalier,1997.0,The Virgin Blue,3.65,23484,448,2266,7840,9042,5119,0
1400069807,Michael Moss,2013.0,Salt Sugar Fat: How the Food Giants Hooked Us,3.98,18542,407,876,4094,8465,6613,0
152020683,"Edward Eager, N.M. Bodecker",1954.0,"Half Magic (Tales of Magic, #1)",3.94,28580,507,1478,7170,10600,9964,0
1594744548,"Steve Hockensmith, Jane Austen, Patrick Arrasmith",2007.0,"Dawn of the Dreadfuls (Pride and Prejudice and Zombies, #0.5)",3.47,20207,2092,2269,5514,5637,5325,0
553807242,Lisa Gardner,2010.0,"Live to Tell (Detective D.D. Warren, #4)",4.18,21984,123,417,3923,10647,9443,1
140143505,Helene Hanff,1970.0,"84, Charing Cross Road",4.19,26899,163,779,4650,11589,12336,1
553351397,"Thich Nhat Hanh, Arnold Kotler, Dalai Lama XIV",1990.0,Peace Is Every Step: The Path of Mindfulness in Everyday Life,4.34,19152,145,400,2396,6295,10280,1
1501117203,Anna Kendrick,2016.0,Scrappy Little Nobody,3.91,28719,275,1415,7792,14453,8675,0
385608020,Kate Atkinson,2010.0,"Started Early, Took My Dog (Jackson Brodie, #4)",3.89,21662,431,1181,5849,11170,6803,0
930289447,"Jim Starlin, Jim Aparo, Mike DeCarlo",1988.0,Batman: A Death in the Family,4.05,19765,244,1068,4259,6280,8172,1
1400069599,Colum McCann,2013.0,TransAtlantic,3.81,18065,453,1370,4914,8149,5155,0
743571355,Lisa Lutz,2007.0,"The Spellman Files (The Spellmans, #1)",3.88,23788,605,1611,6457,11021,8112,0
425165582,Clive Barker,1984.0,Books of Blood: Volumes One to Three (Books of Blood #1-3),4.16,20228,256,726,3560,7252,9135,1
60763892,James Rollins,2007.0,"The Judas Strain (Sigma Force, #4)",4.15,20976,143,572,3921,9502,9005,1
785263713,Donald Miller,2000.0,Searching for God Knows What,3.92,19383,432,1096,4533,7128,6507,0
61006629,Robert   Harris,1992.0,Fatherland,3.96,18917,149,905,5294,10674,6540,0
525951571,Daniel Suarez,2010.0,"Freedom™ (Daemon, #2)",4.27,12456,114,508,2635,7489,9346,1
60088877,Thornton Wilder,1927.0,The Bridge of San Luis Rey,3.8,22003,490,1799,6443,8370,6759,0
425227723,Laurell K. Hamilton,2009.0,"Skin Trade (Anita Blake, Vampire Hunter #17)",3.9,29261,952,2377,6995,9455,11604,0
1570820872,Don Ferguson,1994.0,Disney's the Lion King,4.49,19553,156,432,2182,3598,13196,1
515116750,Nora Roberts,1995.0,"Born in Ice (Born In Trilogy, #2)",4.13,26219,123,739,5633,10239,11141,1
374260508,Paul Beatty,2015.0,The Sellout,3.8,21733,862,1983,6288,10625,7370,0
1401202225,"Bill Willingham, Mark Buckingham, Craig Hamilton, Steve Leialoha, P. Craig Russell",2004.0,"Fables, Vol. 4: March of the Wooden Soldiers",4.29,23624,188,425,2936,9133,11279,1
804192979,"Lee Child, Dick Hill",2016.0,Night School,3.96,11181,448,1260,6239,11091,8973,0
345515501,Tess Gerritsen,2011.0,"The Silent Girl (Rizzoli & Isles, #9)",4.13,21444,116,597,4619,10822,9364,1
7175191,Dr. Seuss,1940.0,Horton Hatches the Egg,4.14,29676,588,1341,5981,8275,14774,1
62248472,"Jenna Miscavige Hill, Lisa Pulitzer",2013.0,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,3.72,12643,483,1574,6319,8184,4901,0
865163480,"Plato, James J. Helm",-390.0,Apology,4.15,18261,301,818,3836,7668,9642,1
1563893274,"Garth Ennis, Steve Dillon, Penn Jillette",1997.0,"Preacher, Volume 3: Proud Americans",4.27,19451,296,541,2525,6492,9908,1
307595110,Anne Rice,2012.0,"The Wolf Gift (The Wolf Gift Chronicles, #1)",3.52,19008,1359,2821,6379,6548,5367,0
316017442,Dan Simmons,2007.0,The Terror,4.0,21225,521,1324,4438,9180,8763,1
670447161,Ludwig Bemelmans,1953.0,Madeline's Rescue,4.24,24495,195,735,4405,7017,12296,1
067172942X,V.C. Andrews,1987.0,"Garden of Shadows (Dollanganger, #5)",3.88,23139,392,1810,6511,7703,8409,0
61957895,Kim Harrison,2012.0,"A Perfect Blood (The Hollows, #10)",4.38,26455,97,367,3225,10865,15590,1
310240018,"Joni Eareckson Tada, Joe Musser",1976.0,Joni: An Unforgettable Story,4.23,20191,254,528,3428,6484,10003,1
786932171,"Margaret Weis, Tracy Hickman",1986.0,"War of the Twins (Dragonlance: Legends, #2)",4.11,21559,116,817,4754,8513,9415,1
031603617X,James Patterson,2010.0,"Cross Fire (Alex Cross, #17)",4.04,20407,157,726,5185,9708,8128,1
142000159,Ross King,2000.0,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,3.84,17931,744,1261,4278,6357,6032,0
1577312295,Shakti Gawain,1978.0,Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life,4.13,17811,299,797,3397,5721,8237,1
60584025,Janet Evanovich,2004.0,"Metro Girl (Alex Barnaby, #1)",3.6,27115,740,3055,9354,8807,6419,0
312360819,Darynda Jones,2011.0,"Second Grave on the Left (Charley Davidson, #2)",4.29,30926,179,608,4683,13371,16513,1
155652532X,"Anya Seton, Philippa Gregory",1954.0,Katherine,4.18,22577,351,858,3856,8150,10922,1
141020520,Marina Lewycka,2005.0,A Short History of Tractors in Ukrainian,3.37,18204,841,2715,7877,7336,2517,0
62225464,Kimberly McCreight,2015.0,Where They Found Her,3.83,19429,282,1066,5893,9830,5188,0
553590162,Kelley Armstrong,2004.0,"Industrial Magic (Women of the Otherworld, #4)",4.12,27521,136,863,5965,11564,11785,1
034547581X,"Harold G. Moore, Joseph L. Galloway",1991.0,We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,4.29,18688,149,438,2669,7150,9866,1
451215710,Ken Follett,2004.0,Whiteout,3.54,18791,452,2136,8118,7794,3542,0
345349571,Barbara W. Tuchman,1978.0,A Distant Mirror:  The Calamitous 14th Century,4.11,21776,576,915,3658,7926,9699,1
142407577,Mike Lupica,2006.0,Heat,3.97,16579,382,875,3657,5951,5966,0
60554738,Neil Strauss,2005.0,The Game: Penetrating the Secret Society of Pickup Artists,3.73,16698,702,1643,4766,6953,5081,0
330348779,Sue Grafton,1998.0,"N is for Noose (Kinsey Millhone, #14)",3.97,24658,126,717,7040,10549,8133,0
525952764,Lisa Gardner,2012.0,"Catch Me (Detective D.D. Warren, #6)",4.17,21486,114,466,3840,10514,9101,1
778321606,Debbie Macomber,2003.0,"The Shop on Blossom Street (Blossom Street, #1)",4.04,22861,318,946,5215,9304,9109,1
446616621,Nelson DeMille,2004.0,"Night Fall (John Corey, #3)",4.07,18761,139,598,4088,8796,7249,1
446539813,"Eric Van Lustbader, Robert Ludlum",2010.0,"The Bourne Objective (Jason Bourne, #8)",4.07,16294,261,669,3264,6086,6518,1
310247535,Karen Kingsbury,2005.0,"Even Now (Lost Love, #1)",4.26,18120,361,623,2671,5336,9874,1
316059862,Anita Shreve,2008.0,Testimony,3.54,21977,552,2498,8357,8881,3924,0
1937007588,Ilona Andrews,2013.0,"Magic Rises (Kate Daniels, #6)",4.49,29556,91,276,2687,10657,19862,1
345524616,Ben Aaronovitch,2012.0,"Whispers Under Ground (Peter Grant, #3)",4.16,15946,61,358,3873,12121,8820,1
031621129X,"James Patterson, Maxine Paetro",2014.0,"Unlucky 13 (Women’s Murder Club, #13)",3.94,16005,298,1293,5850,9270,7905,0
446604089,Sidney Sheldon,1997.0,The Best Laid Plans,3.66,17173,322,1598,5979,6570,3899,0
61433012,Terry Pratchett,2008.0,Nation,4.05,22466,365,1225,5215,9721,10062,1
61259349,Lisa Kleypas,2004.0,"Secrets of a Summer Night (Wallflowers, #1)",4.05,33026,352,1269,7585,14583,12861,1
1595540342,Ted Dekker,2004.0,"Red: The Heroic Rescue (The Circle, #2)",4.3,19896,136,495,2844,6861,10424,1
312655452,Louise Penny,2011.0,"A Trick of the Light (Chief Inspector Armand Gamache, #7)",4.29,20932,100,372,2770,10323,10953,1
345329457,H.P. Lovecraft,1931.0,At the Mountains of Madness and Other Tales of Terror,4.25,19586,190,601,2716,6785,9460,1
60596988,Mary Karr,2008.0,Lit,3.88,17964,483,1357,4297,7339,6067,0
399252649,Kathryn Erskine,2010.0,Mockingbird,4.18,21138,249,703,3854,8755,10205,1
808553038,Zilpha Keatley Snyder,1967.0,"The Egypt Game (Game, #1)",3.81,26657,798,2070,7229,9716,8393,0
375703055,Kaye Gibbons,1987.0,Ellen Foster,3.75,23327,468,1770,6993,9353,5927,0
805210555,"Franz Kafka, Nahum N. Glatzer, John Updike, Willa Muir, Edwin Muir, Tania Stern, James Stern, Ernst Kaiser, Eithne Wilkins",1946.0,The Complete Stories,4.34,18314,201,454,2373,6549,10964,1
786933887,"Margaret Weis, Tracy Hickman",1986.0,"Test of the Twins (Dragonlance: Legends, #3)",4.16,21047,108,727,4322,8252,9786,1
374530637,Flannery O'Connor,1952.0,Wise Blood,3.88,18053,511,1451,4492,7411,6461,0
345379624,Terry Brooks,1997.0,"Running with the Demon (Word & Void, #1)",3.95,21209,526,1303,5063,7815,8120,0
1439136823,Kresley Cole,2012.0,Lothaire (Immortals After Dark #12),4.43,30304,264,706,3287,9210,19646,1
1423102991,Mo Willems,2007.0,"Knuffle Bunny Too: A Case of Mistaken Identity (Knuffle Bunny, #2)",4.28,23396,310,788,3355,6518,12526,1
446195979,David Baldacci,2008.0,"The Whole Truth (A. Shaw, #1)",4.0,19171,212,737,5067,9753,7155,1
039925692X,Ruta Sepetys,2013.0,Out of the Easy,4.05,25913,464,985,5290,11982,10204,1
1401216226,"Ed Brubaker, Doug Mahnke, Patrick Zircher, Aaron Sowd, Steve Bird",2005.0,Batman: The Man Who Laughs,4.09,16933,187,703,3704,5931,7223,1
60744510,Erin Hunter,2005.0,"Midnight (Warriors: The New Prophecy, #1)",4.26,24650,374,920,3939,6899,13612,1
62273205,Ben Horowitz,2014.0,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,4.2,19492,413,779,3215,7627,10515,1
425259862,Nora Roberts,2014.0,"Shadow Spell (The Cousins O'Dwyer Trilogy, #2)",4.0,17155,299,1329,5744,8740,9252,1
1592406521,Simon Garfield,2010.0,Just My Type: A Book About Fonts,3.79,22046,1126,1938,5496,6966,7803,0
399155481,J.D. Robb,2009.0,"Promises in Death (In Death, #28)",4.4,24115,96,313,2885,8604,14251,1
876853629,Charles Bukowski,1977.0,Love Is a Dog from Hell,4.16,19471,368,723,3220,7241,9173,1
316229296,N.K. Jemisin,2015.0,"The Fifth Season (The Broken Earth, #1)",4.31,20185,285,635,2715,8989,12640,1
1846247195,R.D. Ronald,2012.0,The Zombie Room,3.61,14302,1797,1750,3986,4039,5967,0
552150215,John Katzenbach,2002.0,The Analyst,4.12,11685,265,918,3552,7581,8702,1
670019631,Jasper Fforde,2009.0,Shades of Grey,4.14,22788,425,1098,4097,9941,11279,1
140389660,S.E. Hinton,1971.0,"That Was Then, This Is Now",3.89,22946,311,1327,6324,8776,7290,0
61579033,Kevin    Wilson,2011.0,The Family Fang,3.6,18214,682,1867,6247,8379,3729,0
385342322,Alan Bradley,2011.0,"A Red Herring Without Mustard (Flavia de Luce, #3)",4.07,26160,133,556,5507,14136,9161,1
684804484,Doris Kearns Goodwin,1994.0,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,4.2,26004,713,1072,3635,8217,13466,1
375701907,Richard Russo,1997.0,Straight Man,4.02,19358,263,931,3985,8177,7022,1
413774031,"Anton Chekhov, Tom    Murphy",1904.0,The Cherry Orchard,3.68,18914,597,2154,6703,7892,5422,0
545052394,Wendy Mass,2009.0,"11 Birthdays (Willow Falls, #1)",4.18,22339,248,804,4099,7652,10624,1
385521227,Ann Brashares,2011.0,"Sisterhood Everlasting (Sisterhood, #5)",3.9,25849,555,1930,6759,10838,9284,0
451452011,Grant Naylor,1989.0,Infinity Welcomes Careful Drivers (Red Dwarf #1),4.03,19773,211,819,4365,7675,7211,1
60735430,Christopher Moore,1994.0,Coyote Blue,3.75,19901,270,1398,6797,8035,5056,0
160096527X,G.K. Chesterton,1908.0,Orthodoxy,4.23,18303,481,787,2858,6402,10901,1
99478420,Graham Greene,1948.0,The Heart of the Matter,3.98,19149,275,953,4426,8660,6821,0
141971189X,Jeff Kinney,2014.0,"The Long Haul (Diary of a Wimpy Kid, #9)",4.33,21822,528,896,3526,6724,15921,1
152046917,"Patricia C. Wrede, Peter de Sève",1985.0,"Talking to Dragons (Enchanted Forest Chronicles, #4)",4.19,27948,272,915,5074,9550,13227,1
316018708,"James Patterson, Howard Roughan",2008.0,Sail,3.8,20932,487,1470,6164,8220,6043,0
1408859645,"Neil Gaiman, Chris Riddell",2014.0,The Sleeper and the Spindle,3.9,20889,861,1340,5238,9259,8010,0
452281431,"A.N. Roquelaure, Anne Rice",1984.0,"Beauty's Punishment (Sleeping Beauty, #2)",3.62,20867,1274,2728,6361,6126,6740,0
1414310560,Dee Henderson,2000.0,"The Negotiator (O'Malley, #1)",4.32,20278,204,542,2891,6428,11434,1
143417231,Ravinder Singh,2011.0,Can Love Happen Twice?,3.31,15668,1359,2671,4924,4048,3170,0
60548924,"Gregory Maguire, Douglas Smith",2008.0,"A Lion Among Men (The Wicked Years, #3)",3.29,21794,1150,4109,8788,6178,3501,0
380720868,Raymond E. Feist,1994.0,"Shadow of a Dark Queen (The Serpentwar Saga, #1)",4.02,20847,125,736,5071,8953,7256,1
802136680,Tobias Wolff,1989.0,This Boy's Life,3.98,19981,257,953,4430,8727,6643,0
312382855,Jonathan Maberry,2009.0,"Patient Zero (Joe Ledger, #1)",3.98,19852,508,1148,4274,7523,7749,0
679728899,Willa Cather,1927.0,Death Comes for the Archbishop,3.88,21343,580,1545,5347,8291,7298,0
1841497967,Patricia Briggs,2012.0,"Fair Game (Alpha & Omega, #3)",4.34,28322,96,451,4205,12997,17235,1
1423194551,Rick Riordan,2013.0,"The Son of Sobek (Percy Jackson & Kane Chronicles Crossover, #1)",4.26,21691,348,690,4023,7989,13204,1
1854596373,"Molière, Martin Sorrell",1664.0,Tartuffe,3.66,21061,545,2313,7569,8829,5484,0
446401056,Larissa Ione,2009.0,Passion Unleashed (Demonica #3),4.32,28493,266,690,3868,9459,15632,1
030711838X,Mercer Mayer,1975.0,Just for You (Little Critter),4.25,22965,265,812,4050,5630,12222,1
60002492,James Rollins,2002.0,Amazonia,4.11,20410,203,765,4150,8178,8784,1
380810336,David D. Burns,1980.0,Feeling Good: The New Mood Therapy,3.95,17065,584,1127,3881,5692,6924,0
515141399,Nora Roberts,2005.0,Blue Smoke,3.97,24366,252,1220,6393,9565,8732,0
425210278,Patricia Cornwell,2005.0,"Predator (Kay Scarpetta, #14)",3.67,21668,717,2195,7021,8062,5686,0
1933480092,"Ivan Goncharov, Stephen Pearl, Galya Diment",1859.0,Oblomov,4.0,18458,493,1299,4018,7052,8130,1
743426800,Clive Cussler,1994.0,"Inca Gold (Dirk Pitt, #12)",3.96,20297,131,688,5425,9017,6417,0
1400069629,Ruth Reichl,2014.0,Delicious!,3.75,17657,483,1570,5500,7830,4935,0
446504122,"Po Bronson, Ashley Merryman",2008.0,NurtureShock: New Thinking About Children,4.04,17310,218,733,3803,8585,6715,1
044657967X,Nelson DeMille,2006.0,"Wild Fire (John Corey, #4)",3.99,18529,192,740,4446,8588,6206,0
