isbn,original_publication_year,language_code,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
385342314,2010.0,eng,4.0,33519,186,977,8450,17485,10499
425203891,1992.0,eng,4.0,27511,352,1581,8621,10473,7618
312956738,1987.0,eng,4.0,26055,460,1521,8004,12390,7459
1591842336,2008.0,en-US,4.0,23803,808,1697,5868,8865,7612
60858796,1997.0,eng,4.0,25452,512,1585,5707,8570,10092
1400065747,2010.0,eng,4.0,26623,511,1632,7286,12808,7113
1435122941,1865.0,eng,4.0,24607,327,888,4044,7864,12487
61138037,2010.0,eng,4.0,36216,135,538,4238,13520,20842
1609611543,2011.0,eng,4.0,21263,1011,2062,6561,8379,6671
345350804,1963.0,eng,4.0,25841,226,611,3290,8631,13335
60548258,1970.0,en-US,4.0,34643,294,1175,6673,13794,14392
61138061,2011.0,en-US,4.0,35141,165,401,3495,12334,22134
141182342,1926.0,en-US,4.0,25663,221,775,3876,9773,12923
399142789,1995.0,eng,4.0,21977,750,1119,3495,6307,11317
1476785651,2015.0,eng,4.0,28276,799,1135,4585,11341,13770
316120553,2011.0,en-US,4.0,23426,316,1145,6160,10705,8726
425150984,1995.0,eng,4.0,35158,121,677,6205,15174,17779
785165622,2013.0,eng,4.0,31993,1155,1134,4262,10558,15618
1401223176,2002.0,eng,4.0,24125,206,752,3455,8838,13115
375713271,2000.0,eng,4.0,22682,224,1496,8209,11858,5696
316018783,2009.0,eng,4.0,27046,295,1227,7037,12058,9831
64409597,2001.0,en-US,4.0,30254,750,1929,6240,9465,12593
452281903,1999.0,en-US,4.0,23605,445,1942,6950,7537,8775
515142816,2006.0,eng,4.0,36848,1596,3750,9051,10973,13841
809599813,1912.0,eng,4.0,27529,558,1970,8236,11543,10018
451221257,2007.0,eng,4.0,26690,613,1256,4956,9069,11246
074974801X,1943.0,eng,4.0,26364,423,892,3848,7438,14910
385491034,1993.0,eng,4.0,29797,438,1812,8559,13396,7716
044640103X,2008.0,eng,4.0,40836,1049,2062,7466,14769,17663
553589393,2007.0,eng,4.0,34491,254,953,5598,12419,17508
312379293,2008.0,en-US,4.0,21932,190,771,4656,10478,9097
1416983090,2010.0,en-US,4.0,26045,979,1795,4803,6131,12861
618001905,1998.0,en-US,4.0,25021,453,901,3910,10021,11116
1451635753,2012.0,eng,4.0,29791,1447,4020,9832,9857,8187
778329860,2011.0,eng,4.0,24283,290,1003,5411,12249,9617
375424148,2011.0,eng,4.0,27673,935,1624,4927,8831,12100
316196991,2011.0,eng,4.0,23541,551,1256,6201,12330,8836
1937053148,2012.0,eng,4.0,39069,451,835,4202,12021,24088
451529456,1854.0,eng,4.0,26412,851,1807,6003,9531,10992
1421527642,2007.0,eng,4.0,27196,1182,1762,4473,6150,13724
394402677,1976.0,eng,4.0,25448,160,818,5776,11165,9389
61056901,1994.0,en-US,4.0,26733,126,661,5613,12693,12812
152045651,1991.0,en-US,4.0,35016,332,832,5634,12334,17498
451229738,2010.0,eng,4.0,33464,327,1116,6065,10828,16978
162704017X,2013.0,eng,4.0,37797,549,1431,6719,15473,17977
759529515,2009.0,eng,4.0,26254,647,1208,3910,6128,14602
1455806935,2012.0,eng,4.0,26861,216,1230,7349,12983,12496
156947981X,2008.0,eng,4.0,21666,700,2179,8978,10626,4583
1594487138,2015.0,eng,4.0,22484,371,1098,6251,12947,7179
140449272,-385.0,eng,4.0,22413,367,1425,5939,10145,10126
571215165,2003.0,eng,4.0,22284,1298,2534,6613,8700,5328
446667900,2000.0,eng,4.0,25552,137,609,5609,13854,10914
684843269,1975.0,en-US,4.0,24288,341,760,3590,7369,12774
399175164,2016.0,eng,4.0,25318,909,1343,5262,12585,17412
515140872,2006.0,en-US,4.0,37410,2323,4989,9990,9063,12169
451230647,2010.0,eng,4.0,38287,384,1123,6234,14041,18801
751525359,2000.0,eng,4.0,26250,404,1819,8031,10437,7983
307596850,2011.0,eng,3.0,25167,2392,5526,9757,6717,3474
143039598,1932.0,eng,4.0,28260,740,1975,7461,12189,10874
1250109302,2016.0,eng,4.0,29564,1026,2321,7060,11734,16360
3822812153,1988.0,eng,4.0,24000,738,1063,3993,6783,11647
307951529,2012.0,eng,4.0,26097,863,1877,6655,9653,8705
60735457,1999.0,en-US,4.0,26312,232,1410,7793,10969,7199
553281747,1988.0,eng,4.0,26410,147,942,6865,12193,8364
385689225,2016.0,eng,4.0,42573,532,556,3384,16837,32120
044022912X,1969.0,en-US,4.0,25832,855,2358,7433,9173,7485
671744216,1992.0,eng,4.0,32089,304,888,5180,11518,16813
316025054,2009.0,en-US,4.0,32034,1063,2329,6939,10229,12240
014023313X,1993.0,eng,4.0,27989,572,1931,7485,11710,8397
312364687,2007.0,eng,4.0,24029,1259,2686,7556,7451,5914
385315147,1992.0,eng,4.0,25868,956,2633,8240,12347,7667
60740221,2007.0,en-US,4.0,25343,700,1626,8001,11844,7128
440235162,2001.0,eng,4.0,25668,372,1080,5498,9437,10036
803733569,2009.0,en-US,4.0,28342,1030,2217,6034,8645,11840
743222253,2003.0,en-US,4.0,23870,939,1726,6602,8830,6716
1563898683,2000.0,eng,4.0,22838,286,804,4184,8980,9346
374105979,2009.0,eng,4.0,21885,1302,2052,5240,8148,9282
385742371,2012.0,eng,4.0,32143,720,2174,8127,13140,11363
141654707X,2008.0,eng,4.0,36250,181,824,5181,12532,19836
802133908,1955.0,eng,4.0,20450,570,1544,4921,8656,10692
553213156,1939.0,en-US,4.0,36641,249,1593,8660,13635,14432
385340605,1995.0,eng,4.0,28921,511,1181,7784,14873,9775
393974995,1922.0,eng,4.0,29008,727,1526,5361,9983,14060
1455557102,2015.0,eng,4.0,25312,751,1929,7071,11415,7417
380815575,2000.0,eng,4.0,35591,167,866,6518,15189,16064
078683787X,2006.0,en-US,4.0,29555,310,951,5480,11230,12850
670018856,2008.0,en-US,4.0,25412,582,2456,9103,9733,5345
057114456X,1990.0,en-US,4.0,18574,206,859,4186,8619,9244
125000098X,2013.0,eng,4.0,18673,240,1094,6448,11057,7657
076534825X,2005.0,en-US,4.0,26015,303,1192,5673,11716,9204
300093055,1956.0,eng,4.0,27215,479,1403,5394,9803,11511
159307056X,1998.0,eng,4.0,23895,442,883,3443,6063,13201
842329250,1998.0,en-US,4.0,25675,647,1595,6083,8553,9874
670061018,2007.0,eng,4.0,29573,534,2228,8166,10852,8870
751503894,1986.0,eng,4.0,19310,199,595,2884,8579,13695
141591561X,2005.0,eng,4.0,25871,403,1340,6147,10855,10330
590316818,2000.0,eng,4.0,27968,360,1260,5582,8101,12885
553278002,1988.0,en-US,4.0,24170,199,905,6541,9780,7148
1439123128,2010.0,eng,4.0,34257,142,518,3305,10591,21856
60748125,1992.0,eng,4.0,18054,239,763,3396,8956,12065
394574753,1994.0,eng,4.0,21586,177,775,4254,9658,9072
140449493,-350.0,eng,4.0,19380,534,1557,6091,8682,8605
310331935,2011.0,eng,4.0,22613,442,891,3302,6957,11914
393329127,2005.0,en-US,4.0,26306,802,3023,9144,9144,5624
1420925806,1789.0,en-US,4.0,26608,336,1263,5566,10005,12336
312351623,2007.0,en-US,4.0,31604,827,1747,6702,11692,12716
394856392,1983.0,en-US,4.0,27997,393,1093,5710,7224,13691
141655484X,2007.0,en-US,4.0,27673,620,2684,10146,9697,6980
345363310,1988.0,en-US,4.0,30618,177,1195,7264,11949,11720
500237514,1962.0,eng,4.0,22146,1695,1709,4555,5994,8581
034551548X,2010.0,en-US,4.0,24651,161,724,5467,12104,11728
312156960,1995.0,eng,4.0,23540,217,615,3704,9852,12986
1593072945,1993.0,eng,4.0,23170,251,720,3961,9097,9983
738710180,2007.0,eng,4.0,37323,688,2184,7723,13132,14930
159182799X,1997.0,en-US,4.0,25247,689,1837,5301,6275,11322
446604844,1996.0,en-US,4.0,24438,214,728,5604,11006,9176
979528534,2009.0,eng,4.0,22525,509,907,3153,8970,13035
316057800,2008.0,en-US,4.0,31395,237,879,5610,12486,14632
743484878,1599.0,eng,4.0,29341,575,2457,8314,11156,10565
486414248,-350.0,eng,4.0,22128,439,1424,5899,8275,8004
553805460,2007.0,eng,4.0,18289,965,2221,5972,7835,5772
684815001,1937.0,eng,4.0,23544,198,555,2801,7717,13130
670026190,2016.0,eng,4.0,33394,517,1244,4654,14274,25631
1595581030,2010.0,eng,4.0,23205,186,432,2003,7860,16521
486431681,1890.0,eng,4.0,21394,369,1275,4849,10474,11175
385350848,2014.0,eng,4.0,22461,277,1209,6327,11344,5871
144240907X,2012.0,eng,4.0,37188,1055,3205,10268,12795,11674
312939000,1985.0,eng,4.0,32733,176,1344,11237,14412,8484
316154857,2008.0,en-US,4.0,25366,366,1096,5875,13164,8374
1401215815,2008.0,eng,4.0,23033,438,1351,4656,7782,9740
1401359795,1998.0,eng,4.0,25574,503,1708,6635,12853,10664
385350813,2014.0,eng,4.0,20253,776,2257,6130,9259,6111
451419928,2015.0,eng,4.0,21375,236,569,3741,11265,9832
553268929,1976.0,eng,4.0,22921,220,743,4387,10145,9701
806512814,1939.0,eng,4.0,24871,463,1053,4303,9131,12121
446607274,1999.0,eng,4.0,25469,61,488,5280,14394,10315
006177894X,2008.0,en-US,4.0,25698,834,1665,4526,5274,13547
1423161610,2012.0,eng,4.0,34459,689,1474,6129,11925,16714
345447980,1963.0,eng,4.0,22742,490,1408,6465,9507,8404
451231619,2010.0,en-US,4.0,31362,262,900,5271,10146,16852
440132940,1978.0,eng,4.0,23790,256,1055,5970,8544,8406
038531387X,1970.0,eng,4.0,24522,607,1425,6173,10094,7271
689860072,1977.0,eng,4.0,31874,104,658,5518,12332,16265
61996203,2013.0,eng,4.0,36433,566,1535,6503,12666,16831
1421506238,2004.0,eng,4.0,23910,485,1049,3715,6386,12425
553299492,1983.0,eng,4.0,26075,103,677,5409,12275,10728
440241359,2004.0,eng,3.0,22724,1909,4958,10594,7787,3624
751552615,2013.0,eng,4.0,38452,468,1629,7787,16091,17240
1616550546,2013.0,eng,4.0,19675,442,668,2675,5072,11106
446699551,2005.0,eng,4.0,24688,73,525,5740,14070,9390
60525592,2003.0,eng,4.0,30745,197,710,4307,9341,18086
373773927,2009.0,eng,4.0,35144,170,706,4991,11953,18919
1400083028,2007.0,en-US,4.0,21971,611,1715,6230,8644,7397
802142648,1996.0,en-US,4.0,20652,542,818,3347,6989,10067
64440591,1976.0,en-US,4.0,28930,259,769,4414,7194,16816
786915889,1998.0,eng,4.0,20722,171,616,2897,6601,12002
425217248,2007.0,en-US,4.0,35620,1199,3090,8085,11138,14269
64410471,2004.0,eng,4.0,26658,324,1126,5244,9595,11207
1416954171,2008.0,eng,4.0,30807,468,1745,7432,11819,11491
034554692X,2016.0,eng,4.0,22055,578,2428,9539,10457,5023
60512148,2002.0,en-US,4.0,25680,573,2029,8418,9755,6801
141699792X,2011.0,en-US,4.0,27160,646,1236,5155,9902,11540
1741663016,2008.0,eng,4.0,30299,323,715,4756,11454,17347
62200631,2016.0,eng,4.0,17052,608,1756,5728,11042,8802
62194720,2014.0,eng,4.0,26075,158,581,4234,10602,14179
1934648205,1880.0,eng,4.0,25280,496,1443,5827,9129,10727
156421178,1938.0,eng,4.0,22227,176,733,4407,10529,10036
446694843,2004.0,en-US,4.0,24273,449,1718,7963,9468,5752
345533488,2013.0,eng,4.0,20009,110,607,4513,12551,11664
1423121287,2010.0,en-US,4.0,33454,654,2382,8415,10762,12725
61718947,2010.0,en-US,4.0,21973,442,1565,7263,9840,5245
055323370X,1923.0,eng,4.0,33317,449,1371,6963,11736,14117
802150594,1925.0,eng,4.0,20086,192,883,4552,9477,10583
679723110,1970.0,en-US,4.0,25787,1165,2544,6756,9262,7086
61144835,2005.0,en-US,4.0,21686,76,283,3463,11690,11549
140092501,1987.0,eng,4.0,21703,399,1054,5022,9039,7806
785100490,1993.0,eng,4.0,21636,285,763,3624,7190,10844
193636574X,2012.0,eng,3.0,20094,759,3416,9129,7439,2108
1595144919,2011.0,en-US,4.0,32986,936,4160,11870,12327,7478
316024643,2008.0,eng,4.0,26068,744,2124,7254,10327,8862
1442445807,2013.0,eng,4.0,30517,753,1714,5710,11091,13637
446699535,2002.0,eng,4.0,25096,94,601,6031,14332,8838
345461665,2005.0,eng,4.0,20850,142,492,2889,9266,11544
1400031362,2001.0,eng,4.0,29574,74,697,8014,14913,8724
1416571736,2009.0,en-US,4.0,35071,842,2356,8204,11260,13004
62120395,2012.0,eng,4.0,19821,550,1278,4659,9423,8410
312938810,2007.0,en-US,4.0,34888,436,1905,7657,11207,15131
1250074134,2016.0,eng,4.0,30089,860,1416,4907,13523,14478
670785601,2013.0,eng,4.0,29896,971,3100,9970,10172,7370
1595143424,2010.0,en-US,4.0,30226,838,2068,6906,10864,11561
312372132,2007.0,eng,4.0,22276,467,806,2677,4398,14092
080508925X,2009.0,en-US,3.0,23096,1769,5123,10687,7474,2938
446607711,1998.0,en-US,4.0,23615,172,639,5452,10706,8115
034550500X,2016.0,eng,4.0,16352,246,848,3897,10172,11710
765345048,2002.0,en-US,4.0,28621,296,807,3925,9665,15812
446675504,1993.0,eng,4.0,25577,346,1013,4698,10578,11648
1846057914,2012.0,eng,4.0,22697,163,979,6872,11771,9767
765329042,2012.0,en-US,4.0,27961,1429,1471,5731,10678,10384
312658656,2010.0,eng,3.0,23992,810,3518,11240,9569,3737
671729489,1984.0,en-US,4.0,27307,543,2413,8338,8977,9194
60975776,1992.0,eng,4.0,20120,362,959,3507,7746,9972
141659521X,2012.0,en-US,4.0,21240,123,397,2930,9103,12574
034546401X,2005.0,eng,3.0,24579,1247,3379,8927,8374,4133
1439164681,2012.0,eng,4.0,22838,292,1335,5892,10348,7905
159184021X,2003.0,eng,4.0,25230,1247,1953,6239,8792,8131
399162437,2016.0,eng,4.0,30324,1076,3951,10593,11769,8627
055327094X,1970.0,eng,4.0,24396,138,619,4520,9339,10466
451466802,2015.0,eng,4.0,20845,306,863,3593,10293,10832
861661419,1999.0,eng,4.0,23971,397,1186,4184,8876,12015
739453823,2005.0,eng,4.0,29058,180,1229,7135,11681,11233
553587692,1997.0,eng,4.0,26578,464,1284,6266,11450,10438
345366239,1988.0,eng,4.0,22928,762,1913,5690,9488,9607
152052216,2003.0,en-US,4.0,30596,435,1332,5793,10588,14415
345335082,1971.0,en-US,4.0,31971,127,987,7335,13438,12801
393301583,1930.0,en-US,4.0,21447,816,2057,6382,7918,7044
1444737090,2012.0,eng,4.0,17971,483,1507,5973,9814,9354
345545850,2013.0,eng,4.0,32212,307,1244,5470,12116,17018
553392425,2014.0,eng,4.0,15601,244,571,2645,8842,13712
785115315,2004.0,eng,4.0,22373,405,730,3667,7949,10198
006121471X,2009.0,en-US,4.0,37303,797,2965,10444,12617,12175
006093316X,1989.0,eng,4.0,23328,399,1112,4958,8897,9659
380715430,1990.0,en-US,4.0,24133,333,1280,6050,10985,8303
446580260,2008.0,en-US,4.0,23023,439,1553,6370,10237,6426
312424442,2004.0,en-US,3.0,19293,1481,2886,6557,6890,3766
151166066X,2015.0,eng,4.0,37148,295,1242,7194,17848,16959
60734566,2005.0,eng,4.0,33805,317,1120,6368,13587,14300
749932821,2001.0,eng,4.0,28103,142,922,6184,11519,12691
425195481,1989.0,en-US,4.0,26848,419,1576,7704,10137,8299
316043125,2011.0,en-US,4.0,24065,631,1246,4040,5055,14120
60628391,1978.0,en-US,4.0,23026,488,886,3673,7807,11194
60931736,1961.0,eng,4.0,26538,638,2371,8614,11577,7814
609807900,2001.0,eng,4.0,31757,881,1978,6964,11000,11717
316221333,2013.0,eng,4.0,27647,627,1848,6689,11947,9966
142401102,1998.0,eng,4.0,27642,834,1790,6251,9708,9958
446609404,1980.0,eng,4.0,25426,598,1605,7040,9474,8571
1626720940,2014.0,eng,4.0,29592,1588,2775,8554,10589,8459
1934137197,2008.0,eng,3.0,21665,1520,3882,7998,7217,4518
1857233808,1991.0,eng,4.0,24815,236,1055,6146,10154,9044
1502446936,2014.0,eng,4.0,34347,798,1895,6585,14093,18883
140007780X,1992.0,eng,4.0,21241,359,1254,4438,8278,9993
679734511,1872.0,eng,4.0,20615,281,798,3684,8291,12691
749935871,2004.0,eng,4.0,29053,148,594,4920,13034,20573
067973452X,1864.0,eng,4.0,15297,426,1244,5567,12166,14409
739467042,2005.0,eng,4.0,13986,384,1224,5351,10638,8358
670026336,2016.0,eng,4.0,18805,298,1184,5995,13140,8587
553157248,1963.0,eng,4.0,30283,521,1238,7284,10496,12352
330411969,2003.0,eng,4.0,22863,313,1012,5029,11227,10076
805092994,2014.0,eng,4.0,21113,488,837,3914,10137,9381
60885599,2012.0,eng,4.0,20778,667,1788,5615,9612,6642
1594481717,2004.0,eng,4.0,20852,436,1232,4725,8076,7477
1573223328,2002.0,eng,4.0,23597,302,1172,5407,11424,10234
553804367,2005.0,eng,4.0,19838,228,574,3555,8647,9633
141026162,1986.0,eng,4.0,21141,509,772,3960,9218,8956
749932988,2002.0,eng,4.0,27206,169,983,5868,10760,12776
553588249,2004.0,eng,4.0,24584,299,1208,6179,9754,8958
1423110706,2008.0,eng,4.0,28845,335,1034,5354,10414,12732
1416950095,2010.0,eng,4.0,25592,187,882,3920,7580,13793
425175405,1999.0,en-US,4.0,27472,357,1721,8237,10920,8314
316393878,2016.0,eng,4.0,26981,641,2569,9823,13277,5782
345494857,2006.0,eng,4.0,24976,384,1178,6171,10806,8183
345463153,2001.0,eng,3.0,23277,895,3524,10307,7541,2547
380730359,1998.0,eng,4.0,23899,153,585,4333,12355,9724
345471172,1999.0,eng,4.0,23050,223,997,6147,10205,7478
553581554,1999.0,eng,4.0,24790,126,541,4577,9698,10531
1442484233,2014.0,eng,4.0,35910,570,1973,6560,11567,17559
312342020,2008.0,eng,4.0,22175,672,2072,6735,8114,5931
076534775X,1987.0,eng,4.0,26621,520,1857,7213,11405,8336
60790598,1988.0,eng,4.0,19778,395,1952,7277,8515,4081
60518502,2006.0,en-US,4.0,21927,206,721,3898,9610,8827
7233701,2009.0,eng,4.0,24885,808,2757,8735,9636,6790
62235672,2014.0,eng,4.0,30934,432,1372,6826,11660,12309
307381463,2007.0,en-US,4.0,24959,341,1191,5272,10551,10530
1592406599,2011.0,en-US,4.0,20583,708,1418,5206,7980,6914
553578529,1998.0,eng,4.0,25293,544,1225,4589,9923,11570
140443339,-458.0,eng,4.0,24588,323,1471,6415,9813,10140
312655479,2013.0,eng,4.0,24325,223,540,2549,9225,15938
345425502,1996.0,en-US,4.0,23628,476,876,4646,9500,9138
044657922X,2010.0,eng,4.0,23240,482,1381,5610,8845,7721
373210035,2009.0,eng,4.0,35680,1161,2509,8707,12385,12868
1571740562,1996.0,eng,4.0,19444,532,999,3624,5679,9239
62071130,2012.0,en-US,4.0,36153,1515,3361,9397,12189,11566
739328271,2009.0,eng,4.0,32890,566,3027,10847,11786,10338
60527986,1997.0,en-US,4.0,19063,1164,2488,5804,6405,7124
385522266,2008.0,en-US,4.0,21302,284,945,4488,9729,7998
800793013,1964.0,eng,4.0,22970,305,537,3086,6974,12687
006233638X,2015.0,eng,4.0,31656,735,1916,7599,12148,10968
553376055,2004.0,eng,4.0,28896,1558,3696,9438,11055,7547
439856264,2003.0,eng,4.0,28430,652,2230,8604,11221,8015
1595142517,2009.0,eng,4.0,35169,1737,3266,8397,10468,12287
786886307,1999.0,eng,4.0,16134,299,989,4496,8315,9338
399155813,2009.0,en-US,4.0,26676,243,1079,5930,10495,11175
078512179X,2006.0,eng,4.0,23851,348,1229,5151,9940,9970
805421300,2000.0,eng,4.0,16705,824,2338,5858,6358,7665
143913376X,1951.0,eng,4.0,24641,255,1323,7274,10149,7133
307119408,1983.0,en-US,4.0,24452,339,834,4400,6354,12544
345470583,2003.0,en-US,4.0,23323,547,1145,3778,6307,11688
039541668X,1982.0,en-US,4.0,26289,154,630,4216,6757,14613
756402980,1993.0,eng,4.0,25997,255,893,4543,9491,11284
744549515,1887.0,eng,4.0,22152,258,1486,7785,11574,8238
345529375,2014.0,eng,4.0,20595,635,970,4517,11167,10383
044018293X,1977.0,en-US,4.0,24533,522,1465,6398,8075,8338
60739428,1994.0,eng,4.0,31185,1043,2747,9642,11289,8313
967673747,1992.0,en-US,4.0,20019,348,1100,5071,9329,8249
1857232569,1986.0,eng,4.0,26995,427,1927,7816,10696,8927
553583182,1962.0,en-US,4.0,16951,555,1055,3761,6667,10321
99271494,2001.0,en-US,4.0,25780,460,2010,7361,9469,9335
62026518,2012.0,eng,4.0,32885,529,1014,5117,12931,15681
62317148,2014.0,eng,4.0,32401,751,3205,10414,9995,10472
440442508,1943.0,en-US,4.0,30157,1656,3059,9461,10831,7899
1876175702,1993.0,eng,4.0,18964,345,1450,6536,9085,5607
1595540210,2003.0,eng,4.0,23496,369,911,3735,8060,11943
316043915,2010.0,eng,4.0,28989,899,2358,7824,12568,8856
399226168,1995.0,eng,4.0,24578,430,1111,4583,7171,12036
374191484,1998.0,en-US,4.0,17946,701,1425,3420,7440,10564
373210582,2012.0,eng,4.0,30537,1274,1937,5427,9766,14936
61668060,2009.0,en-US,4.0,34331,612,2047,8138,11888,13538
1590171691,1941.0,eng,4.0,16716,203,613,3867,12037,14341
545324092,2011.0,eng,4.0,24489,741,1162,4878,7010,11299
044658083X,2010.0,en-US,4.0,21564,155,516,3557,9220,10180
044023655X,2001.0,eng,4.0,32793,237,746,4640,11623,17594
1400067898,2012.0,eng,4.0,20063,816,1334,4928,6679,6948
385351372,2014.0,eng,4.0,19393,355,834,4359,11025,8903
1607061597,2009.0,eng,4.0,27570,880,1378,4938,10351,10352
440418518,2001.0,eng,4.0,27345,896,1874,6499,10138,9125
786931582,1986.0,eng,4.0,24671,142,937,5249,9846,11090
575070536,1972.0,eng,4.0,17689,206,817,3809,8997,11404
006085202X,2008.0,en-US,4.0,28734,863,2003,7762,9959,8942
141439882,1853.0,eng,4.0,25805,673,1884,7339,10450,8688
330369954,1997.0,eng,4.0,19152,827,1665,4209,7422,8180
140168125,1962.0,eng,4.0,21875,320,1370,6128,8830,6570
1585678759,1919.0,eng,4.0,23020,277,798,4861,9935,10816
61659223,2010.0,en-US,4.0,33385,732,2155,7625,10832,13096
1455581089,2014.0,eng,4.0,20075,1080,1341,3823,6721,9149
62072099,2014.0,eng,4.0,33983,472,1199,5929,13613,16005
1594489173,2007.0,en-US,4.0,26094,955,3097,8773,8826,6198
1563893126,1997.0,eng,4.0,24086,419,768,3034,7707,12675
743437322,2003.0,eng,4.0,25401,229,862,4722,9063,11380
553278029,1988.0,en-US,4.0,28027,401,953,5705,12582,10561
1582349061,2004.0,eng,4.0,31710,279,1481,7973,13440,10653
60724692,2005.0,eng,4.0,32489,245,982,5446,10693,16920
380709589,1983.0,eng,4.0,28979,917,2594,8946,9385,7959
1857028155,1997.0,eng,4.0,21507,442,2124,8525,10525,4604
349108390,1991.0,eng,4.0,20030,480,1778,6596,8655,5395
802123457,2015.0,eng,4.0,20972,523,1396,5361,11374,9770
1579126286,1941.0,eng,4.0,28776,145,1074,8515,13068,9292
60512628,1941.0,en-US,4.0,25180,264,901,5094,8083,11426
145162607X,2012.0,eng,4.0,24258,207,1090,6870,12606,8167
1847024696,1890.0,eng,4.0,24567,571,2029,6986,9271,7260
62290398,2015.0,eng,4.0,24341,238,825,4612,12431,11238
7198914,2006.0,eng,4.0,22074,914,2696,7650,8413,6765
307277771,1925.0,eng,4.0,24113,263,1424,6600,11756,7587
99446723,2002.0,eng,4.0,24567,699,2076,6697,8841,8846
609800140,1996.0,en-US,4.0,20720,349,843,3861,7097,9245
349117047,2002.0,eng,4.0,26837,88,638,7220,13885,8547
039916216X,2013.0,eng,4.0,22006,430,1257,5662,10332,6999
618724834,2007.0,eng,4.0,26847,615,1354,4959,10715,11169
786939842,1992.0,eng,4.0,20882,144,683,4005,8220,9982
525471340,2003.0,eng,4.0,26421,682,1243,3862,6362,15271
399157441,2011.0,eng,4.0,26687,335,1163,5598,10444,11593
1576754227,2001.0,en-US,4.0,18288,676,1714,5701,8138,7458
689861133,1982.0,eng,4.0,26065,415,1169,4888,7393,13560
1585426016,1910.0,eng,4.0,19433,474,871,3411,5671,10319
61230944,2008.0,eng,4.0,23103,167,635,4231,9998,9784
60897848,1994.0,en-US,3.0,23966,1051,3431,9384,7412,3524
055327418X,1983.0,en-US,4.0,24179,299,1096,5044,9535,9168
1481200577,2011.0,eng,4.0,18579,1091,1873,5811,11401,17649
812974611,2003.0,eng,4.0,22734,344,1682,7409,11015,6229
1455536253,2015.0,eng,4.0,12597,336,786,3995,10104,9672
671201581,1945.0,en-US,4.0,20895,523,1061,4006,7991,8912
451528166,1485.0,eng,4.0,25879,355,1507,7518,11147,9170
1400052297,2006.0,eng,4.0,20083,344,961,3517,6618,9709
805080511,1967.0,eng,4.0,29544,277,901,5789,11319,12646
006056251X,2006.0,en-US,4.0,38100,311,1043,6081,14681,19833
152063110,2008.0,en-US,4.0,28910,564,2027,8381,11015,9101
778303764,2010.0,eng,4.0,32610,168,623,4157,10738,18604
385526342,2009.0,eng,3.0,21242,3121,4811,7258,5192,2483
1439136637,2013.0,en-US,3.0,19210,3153,6351,8319,4564,2139
553381008,1900.0,eng,4.0,23027,147,527,2891,7735,13246
842356223,2002.0,eng,4.0,22101,337,585,2667,6274,13026
152053107,2003.0,en-US,4.0,29018,651,2080,8217,12474,8750
786229071,1999.0,en-US,4.0,23202,593,1459,5515,8041,9371
61043575,1923.0,eng,4.0,28214,648,1524,7507,11662,9771
689847432,2003.0,en-US,4.0,21160,253,521,3047,5672,11895
142003697,2003.0,eng,4.0,20718,1180,1538,4621,6563,7356
452285933,2002.0,eng,4.0,34373,237,1038,6745,14459,15498
446616494,2004.0,en-US,4.0,23124,217,995,6666,12267,7677
679847596,1936.0,en-US,4.0,26211,534,1189,5634,9499,11352
451187849,1936.0,eng,4.0,20994,647,1531,5121,7689,7583
374384711,2015.0,eng,4.0,31721,386,1102,5643,14970,15303
802130720,1954.0,en-US,4.0,22346,281,520,2902,6855,12080
451223896,2008.0,eng,4.0,24631,466,1137,4720,8794,9927
60525614,2003.0,eng,4.0,28913,162,592,3727,8350,17764
1594488800,2009.0,en-US,4.0,21077,839,3379,9623,10318,4655
042525674X,2014.0,eng,4.0,31278,99,333,3408,14167,20468
62286927,2014.0,eng,4.0,34993,748,1964,7640,14808,13155
147675666X,2014.0,eng,4.0,18488,722,1866,5816,8680,5054
515139408,2005.0,en-US,4.0,29200,169,1155,6621,11334,11467
60888628,2006.0,en-US,4.0,20296,43,222,2766,10393,11077
1416936491,1999.0,eng,4.0,27884,746,2609,8885,10342,8501
081299289X,2014.0,eng,4.0,20563,602,2298,7755,8975,4206
1416900314,2005.0,en-US,4.0,29726,583,1999,7299,9973,11023
64430960,1964.0,eng,4.0,27933,377,1005,5157,7759,14010
60988657,2003.0,eng,3.0,26307,1356,4445,10429,7669,3459
1406350486,2013.0,eng,4.0,21512,514,1530,5596,11836,11244
842339760,1995.0,eng,4.0,23509,131,619,2908,6549,14123
1594205388,2013.0,eng,4.0,20524,331,1224,5531,10706,6504
1419710206,2014.0,eng,4.0,27630,1122,1121,3914,9745,13360
451419715,2013.0,eng,4.0,38186,326,1048,5676,15730,18793
1582404879,2005.0,eng,4.0,23167,88,444,3241,9562,12529
1857983416,1974.0,eng,4.0,22063,206,1104,6014,10985,7087
743457269,1989.0,eng,4.0,26636,506,1106,4327,8436,14687
1442402326,2010.0,eng,4.0,25526,698,1210,4529,9815,11859
872205541,-400.0,en-US,4.0,21829,301,1001,4518,8001,8876
140440399,-411.0,en-US,4.0,21500,672,1745,5860,8019,8157
1593081197,1895.0,en-US,4.0,25090,1045,2649,7202,7866,6489
61714305,2009.0,en-US,4.0,22779,441,1408,5754,11147,8106
312359322,2009.0,en-US,4.0,22293,255,826,4458,10854,9194
